Comment,Designator,Footprint,LCSC Part #,MPN
1N4148W,"D8,D9,D10,D11,D12,D13,D15,D16,D17,D18,D19,D20,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,D33,D34,D35,D43,D44,D45,D46,D47,D48,D50,D51,D52,D53,D54,D55,D57,D58,D59,D60,D61,D62,D64,D65,D69,D70",D_SOD-123_HandSoldering,C81598,1N4148W
